STATECODE,STATE,SEX,AGE,POP2000,POP2008
15,Indiana,M,67,18415,21537
15,Indiana,M,68,18069,20502
15,Indiana,M,69,17937,19671
15,Indiana,M,70,17906,18834
15,Indiana,M,71,17135,17033
15,Indiana,M,72,16932,16513
15,Indiana,M,73,16293,15900
15,Indiana,M,74,15094,14024
15,Indiana,M,75,14883,13667
15,Indiana,M,76,13751,13013
15,Indiana,M,77,12571,12488
15,Indiana,M,78,12094,12323
15,Indiana,M,79,10881,11249
15,Indiana,M,80,9508,10693
15,Indiana,M,81,8369,9979
15,Indiana,M,82,7720,8795
15,Indiana,M,83,6507,8345
15,Indiana,M,84,5871,7318
15,Indiana,M,85,25660,35991
15,Indiana,F,0,41680,43813
15,Indiana,F,1,41262,43691
15,Indiana,F,2,41155,43193
15,Indiana,F,3,40865,42592
15,Indiana,F,4,41634,42799
15,Indiana,F,5,41731,42136
15,Indiana,F,6,42156,42075
15,Indiana,F,7,42958,43431
15,Indiana,F,8,43344,42626
15,Indiana,F,9,44429,42193
15,Indiana,F,10,44874,42125
15,Indiana,F,11,43697,41810
15,Indiana,F,12,42720,42595
15,Indiana,F,13,42439,42640
15,Indiana,F,14,43270,43089
15,Indiana,F,15,43127,43853
15,Indiana,F,16,42293,44057
15,Indiana,F,17,43209,44805
15,Indiana,F,18,44635,42992
15,Indiana,F,19,47857,43979
15,Indiana,F,20,47806,43513
15,Indiana,F,21,44720,43301
15,Indiana,F,22,41511,42085
15,Indiana,F,23,39363,40572
15,Indiana,F,24,37575,39217
15,Indiana,F,25,38771,39519
15,Indiana,F,26,38101,42505
15,Indiana,F,27,39071,46195
15,Indiana,F,28,41019,46529
15,Indiana,F,29,43792,43953
15,Indiana,F,30,43331,41695
15,Indiana,F,31,41075,40561
15,Indiana,F,32,40491,39283
15,Indiana,F,33,41507,40556
15,Indiana,F,34,42830,39486
15,Indiana,F,35,46056,39698
15,Indiana,F,36,47700,42114
15,Indiana,F,37,47488,44422
15,Indiana,F,38,48318,44219
15,Indiana,F,39,49459,41899
15,Indiana,F,40,49638,41072
15,Indiana,F,41,48675,41902
15,Indiana,F,42,49095,42998
15,Indiana,F,43,48744,45899
15,Indiana,F,44,46754,47670
15,Indiana,F,45,46715,47245
15,Indiana,F,46,45622,47603
15,Indiana,F,47,44103,48815
15,Indiana,F,48,43063,49025
15,Indiana,F,49,41396,47741
15,Indiana,F,50,41533,48119
15,Indiana,F,51,40584,48167
15,Indiana,F,52,39812,45697
15,Indiana,F,53,42482,45556
15,Indiana,F,54,30690,44272
15,Indiana,F,55,31156,42828
15,Indiana,F,56,31137,41397
15,Indiana,F,57,32859,39606
15,Indiana,F,58,29221,39527
15,Indiana,F,59,27477,38490
15,Indiana,F,60,26303,37339
15,Indiana,F,61,25572,40252
15,Indiana,F,62,24980,28556
15,Indiana,F,63,23323,28728
15,Indiana,F,64,23107,28473
15,Indiana,F,65,23069,30134
15,Indiana,F,66,21374,26542
15,Indiana,F,67,21965,24629
15,Indiana,F,68,21601,23497
15,Indiana,F,69,21908,22681
15,Indiana,F,70,22485,22119
15,Indiana,F,71,21620,20542
15,Indiana,F,72,21728,20162
15,Indiana,F,73,21324,19968
15,Indiana,F,74,20780,18196
15,Indiana,F,75,20700,18432
15,Indiana,F,76,20194,17863
15,Indiana,F,77,18920,17675
15,Indiana,F,78,18383,17915
15,Indiana,F,79,17679,16791
15,Indiana,F,80,16235,16506
15,Indiana,F,81,14386,15626
15,Indiana,F,82,13834,14915
15,Indiana,F,83,12486,14491
15,Indiana,F,84,11890,13682
15,Indiana,F,85,66799,82659
16,Iowa,M,0,19282,21197
16,Iowa,M,1,19221,21439
16,Iowa,M,2,19211,20786
16,Iowa,M,3,19310,20007
16,Iowa,M,4,19531,19690
16,Iowa,M,5,19760,19638
16,Iowa,M,6,20126,19635
16,Iowa,M,7,20739,19555
16,Iowa,M,8,20962,19523
16,Iowa,M,9,21615,19431
16,Iowa,M,10,21992,19439
16,Iowa,M,11,21614,19565
16,Iowa,M,12,21255,19839
16,Iowa,M,13,21378,20118
16,Iowa,M,14,22024,20535
16,Iowa,M,15,22698,21261
16,Iowa,M,16,22490,21395
16,Iowa,M,17,23053,22016
16,Iowa,M,18,23817,21661
16,Iowa,M,19,24032,24365
16,Iowa,M,20,24082,24255
16,Iowa,M,21,22211,22268
16,Iowa,M,22,20866,22461
16,Iowa,M,23,19305,20805
16,Iowa,M,24,18046,20374
16,Iowa,M,25,18301,19049
16,Iowa,M,26,16860,22323
16,Iowa,M,27,16889,19752
16,Iowa,M,28,18202,18907
16,Iowa,M,29,19194,19762
16,Iowa,M,30,19677,17794
16,Iowa,M,31,18809,18478
16,Iowa,M,32,18116,17008
16,Iowa,M,33,18522,18509
16,Iowa,M,34,19139,16995
16,Iowa,M,35,20553,16826
16,Iowa,M,36,21175,18287
16,Iowa,M,37,21472,19324
16,Iowa,M,38,21931,19872
16,Iowa,M,39,22890,19354
16,Iowa,M,40,23276,18491
16,Iowa,M,41,22644,18734
16,Iowa,M,42,22755,19325
16,Iowa,M,43,22909,20849
16,Iowa,M,44,22193,21543
16,Iowa,M,45,22781,21707
16,Iowa,M,46,21800,22010
16,Iowa,M,47,21345,22772
16,Iowa,M,48,21521,23230
16,Iowa,M,49,20349,22500
16,Iowa,M,50,19850,22412
16,Iowa,M,51,18789,22598
16,Iowa,M,52,18505,21629
16,Iowa,M,53,19528,22002
16,Iowa,M,54,14262,21067
16,Iowa,M,55,14168,20473
16,Iowa,M,56,14068,20500
16,Iowa,M,57,14594,19246
16,Iowa,M,58,13331,18875
16,Iowa,M,59,12506,17579
16,Iowa,M,60,12057,17224
16,Iowa,M,61,11681,18273
16,Iowa,M,62,11247,13025
16,Iowa,M,63,11240,12777
16,Iowa,M,64,10809,12730
16,Iowa,M,65,10523,13035
16,Iowa,M,66,9654,11737
16,Iowa,M,67,9864,10760
16,Iowa,M,68,9678,10376
16,Iowa,M,69,9684,9982
16,Iowa,M,70,9396,9452
16,Iowa,M,71,9513,9316
16,Iowa,M,72,9560,8854
16,Iowa,M,73,9326,8576
16,Iowa,M,74,8837,7516
16,Iowa,M,75,8457,7631
16,Iowa,M,76,8008,7218
16,Iowa,M,77,7499,7091
16,Iowa,M,78,7208,6554
16,Iowa,M,79,6705,6526
16,Iowa,M,80,6114,6320
16,Iowa,M,81,5408,5987
16,Iowa,M,82,5050,5348
16,Iowa,M,83,4399,5053
16,Iowa,M,84,3981,4497
16,Iowa,M,85,18200,24111
16,Iowa,F,0,18366,20284
16,Iowa,F,1,18306,20126
16,Iowa,F,2,18233,19755
16,Iowa,F,3,18264,19074
16,Iowa,F,4,18391,18963
16,Iowa,F,5,18889,19082
16,Iowa,F,6,19118,18563
16,Iowa,F,7,19647,18989
16,Iowa,F,8,20185,18617
16,Iowa,F,9,20354,18569
16,Iowa,F,10,20893,18455
16,Iowa,F,11,20383,18586
16,Iowa,F,12,20153,18643
16,Iowa,F,13,20250,19162
16,Iowa,F,14,20958,19484
16,Iowa,F,15,21455,19951
16,Iowa,F,16,21122,20547
16,Iowa,F,17,21599,20694
16,Iowa,F,18,22709,21242
16,Iowa,F,19,23853,23645
16,Iowa,F,20,23534,22991
16,Iowa,F,21,21458,21978
16,Iowa,F,22,19984,21499
16,Iowa,F,23,18199,19797
16,Iowa,F,24,17235,18756
16,Iowa,F,25,17296,17831
16,Iowa,F,26,16166,20723
16,Iowa,F,27,16482,18493
16,Iowa,F,28,17507,19152
16,Iowa,F,29,18831,18197
16,Iowa,F,30,18457,17050
16,Iowa,F,31,18258,17382
16,Iowa,F,32,17577,17105
16,Iowa,F,33,18177,17528
16,Iowa,F,34,18620,16475
16,Iowa,F,35,19825,16665
16,Iowa,F,36,21236,17740
16,Iowa,F,37,21806,19341
16,Iowa,F,38,22553,18844
16,Iowa,F,39,23064,18540
16,Iowa,F,40,23274,17889
16,Iowa,F,41,22380,18665
16,Iowa,F,42,22811,18740
16,Iowa,F,43,22802,20178
16,Iowa,F,44,22356,21317
16,Iowa,F,45,22055,21493
16,Iowa,F,46,21714,22512
16,Iowa,F,47,21149,23067
16,Iowa,F,48,20809,23009
16,Iowa,F,49,20066,21961
16,Iowa,F,50,19176,22741
16,Iowa,F,51,18789,22271
16,Iowa,F,52,18655,21944
16,Iowa,F,53,19531,21674
16,Iowa,F,54,14481,21139
16,Iowa,F,55,14459,20401
16,Iowa,F,56,14657,20112
16,Iowa,F,57,15050,19408
16,Iowa,F,58,13618,18357
16,Iowa,F,59,13305,17944
16,Iowa,F,60,12790,17781
16,Iowa,F,61,12512,18615
16,Iowa,F,62,12342,13743
16,Iowa,F,63,12091,13607
16,Iowa,F,64,11982,13781
16,Iowa,F,65,11928,14141
16,Iowa,F,66,11022,12540
16,Iowa,F,67,11356,12190
16,Iowa,F,68,11513,11603
16,Iowa,F,69,11589,11309
16,Iowa,F,70,11922,10948
16,Iowa,F,71,11306,10698
16,Iowa,F,72,11608,10554
16,Iowa,F,73,11372,10444
16,Iowa,F,74,11326,9503
16,Iowa,F,75,11361,9541
16,Iowa,F,76,10785,9702
16,Iowa,F,77,10515,9563
16,Iowa,F,78,10619,9719
16,Iowa,F,79,10291,9077
16,Iowa,F,80,9766,9245
16,Iowa,F,81,9003,8618
16,Iowa,F,82,8700,8485
16,Iowa,F,83,8060,8542
16,Iowa,F,84,7532,7604
16,Iowa,F,85,47435,54588
17,Kansas,M,0,19968,21740
17,Kansas,M,1,19597,21470
17,Kansas,M,2,19054,20378
17,Kansas,M,3,18987,19798
17,Kansas,M,4,19409,19940
17,Kansas,M,5,19624,19921
17,Kansas,M,6,19716,19882
17,Kansas,M,7,19944,19532
17,Kansas,M,8,20292,19669
17,Kansas,M,9,20431,19475
17,Kansas,M,10,21480,18971
17,Kansas,M,11,20858,18878
17,Kansas,M,12,20582,19295
17,Kansas,M,13,21095,19536
17,Kansas,M,14,21292,19676
17,Kansas,M,15,21600,19926
17,Kansas,M,16,21043,20281
17,Kansas,M,17,21401,20377
17,Kansas,M,18,21634,20478
17,Kansas,M,19,21791,21759
17,Kansas,M,20,21244,21703
17,Kansas,M,21,19440,20728
17,Kansas,M,22,18516,20880
17,Kansas,M,23,18255,21712
17,Kansas,M,24,17318,20465
17,Kansas,M,25,17502,19348
17,Kansas,M,26,16252,21183
17,Kansas,M,27,16572,20229
17,Kansas,M,28,17178,18533
17,Kansas,M,29,18143,18587
17,Kansas,M,30,18755,17919
17,Kansas,M,31,17513,17003
17,Kansas,M,32,16658,16730
17,Kansas,M,33,16748,17575
17,Kansas,M,34,17693,16403
17,Kansas,M,35,18989,16650
17,Kansas,M,36,20052,17352
17,Kansas,M,37,20230,17954
17,Kansas,M,38,20737,18699
17,Kansas,M,39,21007,17332
17,Kansas,M,40,21284,16866
17,Kansas,M,41,20847,16566
17,Kansas,M,42,21137,17557
17,Kansas,M,43,21579,18840
17,Kansas,M,44,20745,19537
17,Kansas,M,45,20818,19932
17,Kansas,M,46,19882,20213
17,Kansas,M,47,19290,20808
17,Kansas,M,48,18682,20812
17,Kansas,M,49,18057,20266
17,Kansas,M,50,17637,20310
17,Kansas,M,51,17082,20755
17,Kansas,M,52,16754,19861
17,Kansas,M,53,17467,19797
17,Kansas,M,54,12803,19065
17,Kansas,M,55,12597,18273
17,Kansas,M,56,12554,17551
17,Kansas,M,57,12925,16962
17,Kansas,M,58,11349,16529
17,Kansas,M,59,10463,15821
17,Kansas,M,60,10210,15469
17,Kansas,M,61,9911,16235
17,Kansas,M,62,9536,11635
17,Kansas,M,63,9097,11330
17,Kansas,M,64,9030,11162
17,Kansas,M,65,8929,11570
17,Kansas,M,66,8165,9869
17,Kansas,M,67,8230,9010
17,Kansas,M,68,8129,8604
17,Kansas,M,69,8016,8384
17,Kansas,M,70,7973,7937
17,Kansas,M,71,7728,7438
17,Kansas,M,72,7804,7269
17,Kansas,M,73,7511,7143
17,Kansas,M,74,7214,6352
17,Kansas,M,75,7093,6286
17,Kansas,M,76,6718,6039
17,Kansas,M,77,6207,5844
17,Kansas,M,78,5823,5672
17,Kansas,M,79,5541,5283
17,Kansas,M,80,4951,5123
17,Kansas,M,81,4283,4716
17,Kansas,M,82,4041,4445
17,Kansas,M,83,3435,4070
17,Kansas,M,84,3044,3823
17,Kansas,M,85,14801,19387
17,Kansas,F,0,18443,20685
17,Kansas,F,1,18431,20621
17,Kansas,F,2,18313,19534
17,Kansas,F,3,17952,19339
17,Kansas,F,4,18585,19024
17,Kansas,F,5,18577,19192
17,Kansas,F,6,18405,19018
17,Kansas,F,7,18926,19012
17,Kansas,F,8,19415,18353
17,Kansas,F,9,19406,18311
17,Kansas,F,10,20262,18358
17,Kansas,F,11,19728,17798
17,Kansas,F,12,19545,18443
17,Kansas,F,13,19860,18490
17,Kansas,F,14,19992,18233
17,Kansas,F,15,20441,18731
17,Kansas,F,16,20278,19347
17,Kansas,F,17,20324,19242
17,Kansas,F,18,20354,18903
17,Kansas,F,19,20697,20201
17,Kansas,F,20,20509,20143
17,Kansas,F,21,18837,19558
17,Kansas,F,22,17984,20534
17,Kansas,F,23,17620,19868
17,Kansas,F,24,16512,19476
17,Kansas,F,25,16517,18189
17,Kansas,F,26,15759,20897
17,Kansas,F,27,16222,19211
17,Kansas,F,28,16614,17837
17,Kansas,F,29,17934,18956
17,Kansas,F,30,17939,16070
17,Kansas,F,31,17052,17015
17,Kansas,F,32,16367,16589
17,Kansas,F,33,16963,16554
17,Kansas,F,34,17666,15857
17,Kansas,F,35,19082,16404
17,Kansas,F,36,20197,17287
17,Kansas,F,37,20882,18485
17,Kansas,F,38,21019,18406
17,Kansas,F,39,21744,17556
17,Kansas,F,40,21832,16391
17,Kansas,F,41,21218,17038
17,Kansas,F,42,21448,17493
17,Kansas,F,43,21345,19144
17,Kansas,F,44,20662,19781
17,Kansas,F,45,20668,20506
17,Kansas,F,46,20170,20548
17,Kansas,F,47,19304,21430
17,Kansas,F,48,18669,21195
17,Kansas,F,49,17822,20710
17,Kansas,F,50,17266,20978
17,Kansas,F,51,16770,20426
17,Kansas,F,52,16697,19863
17,Kansas,F,53,17602,20009
17,Kansas,F,54,12772,19454
17,Kansas,F,55,13011,18341
17,Kansas,F,56,13121,18140
17,Kansas,F,57,13149,17059
17,Kansas,F,58,11871,16459
17,Kansas,F,59,11328,15950
17,Kansas,F,60,10836,15863
17,Kansas,F,61,10485,16666
17,Kansas,F,62,10395,12001
17,Kansas,F,63,9806,12060
17,Kansas,F,64,9726,12188
17,Kansas,F,65,9881,12230
17,Kansas,F,66,9493,10888
17,Kansas,F,67,9543,10346
17,Kansas,F,68,9623,9876
17,Kansas,F,69,9665,9533
17,Kansas,F,70,9821,9326
17,Kansas,F,71,9439,8770
17,Kansas,F,72,9454,8485
17,Kansas,F,73,9384,8496
17,Kansas,F,74,9218,8144
17,Kansas,F,75,9054,8072
17,Kansas,F,76,9030,7944
17,Kansas,F,77,8590,7877
17,Kansas,F,78,8677,7948
17,Kansas,F,79,8389,7456
17,Kansas,F,80,7845,7390
17,Kansas,F,81,7191,7098
17,Kansas,F,82,6756,6840
17,Kansas,F,83,6252,6494
17,Kansas,F,84,5921,6297
17,Kansas,F,85,37405,42932
18,Kentucky,M,0,27442,29463
18,Kentucky,M,1,27276,29348
18,Kentucky,M,2,26926,29135
18,Kentucky,M,3,27005,28703
18,Kentucky,M,4,27513,28530
18,Kentucky,M,5,28042,28099
18,Kentucky,M,6,27973,27979
18,Kentucky,M,7,28371,28871
18,Kentucky,M,8,29058,28062
18,Kentucky,M,9,29261,27931
18,Kentucky,M,10,30049,27550
18,Kentucky,M,11,28838,27597
18,Kentucky,M,12,28204,28002
18,Kentucky,M,13,28525,28581
18,Kentucky,M,14,28737,28606
18,Kentucky,M,15,29154,28948
18,Kentucky,M,16,29007,29923
18,Kentucky,M,17,29871,30173
18,Kentucky,M,18,29250,28957
18,Kentucky,M,19,29999,26428
18,Kentucky,M,20,29982,26733
18,Kentucky,M,21,28426,26312
18,Kentucky,M,22,27564,27269
18,Kentucky,M,23,27261,28053
18,Kentucky,M,24,25882,27591
18,Kentucky,M,25,26627,28318
18,Kentucky,M,26,25956,27302
18,Kentucky,M,27,26422,33022
18,Kentucky,M,28,28273,32127
18,Kentucky,M,29,29510,31389
18,Kentucky,M,30,29114,29277
18,Kentucky,M,31,28031,28020
18,Kentucky,M,32,27148,26606
18,Kentucky,M,33,27524,26962
18,Kentucky,M,34,28655,26681
18,Kentucky,M,35,31004,26674
18,Kentucky,M,36,31339,28872
18,Kentucky,M,37,31275,30543
18,Kentucky,M,38,30804,29371
18,Kentucky,M,39,31760,28466
18,Kentucky,M,40,32486,27694
18,Kentucky,M,41,31306,28044
18,Kentucky,M,42,31733,29163
18,Kentucky,M,43,31548,31268
18,Kentucky,M,44,30454,31411
18,Kentucky,M,45,31081,31599
18,Kentucky,M,46,29661,30888
18,Kentucky,M,47,28597,31560
18,Kentucky,M,48,28417,32258
18,Kentucky,M,49,27697,30978
18,Kentucky,M,50,27337,31197
18,Kentucky,M,51,27136,30993
18,Kentucky,M,52,26642,29759
18,Kentucky,M,53,28263,30145
18,Kentucky,M,54,20709,28774
18,Kentucky,M,55,20904,27922
18,Kentucky,M,56,20214,27314
18,Kentucky,M,57,21389,26617
18,Kentucky,M,58,19247,26076
18,Kentucky,M,59,18064,25967
18,Kentucky,M,60,17323,25196
18,Kentucky,M,61,16888,26793
18,Kentucky,M,62,16324,19089
18,Kentucky,M,63,14816,19133
18,Kentucky,M,64,15030,18350
18,Kentucky,M,65,14695,19328
18,Kentucky,M,66,13481,17166
18,Kentucky,M,67,13213,15827
18,Kentucky,M,68,12655,15040
18,Kentucky,M,69,12407,14208
18,Kentucky,M,70,12467,13661
18,Kentucky,M,71,11406,12092
18,Kentucky,M,72,11462,11852
18,Kentucky,M,73,10675,11564
18,Kentucky,M,74,10185,10264
18,Kentucky,M,75,9669,9726
18,Kentucky,M,76,9078,9063
18,Kentucky,M,77,8389,8612
18,Kentucky,M,78,7743,8532
18,Kentucky,M,79,6966,7379
18,Kentucky,M,80,6126,7274
18,Kentucky,M,81,5392,6431
18,Kentucky,M,82,4705,5787
18,Kentucky,M,83,4112,5330
18,Kentucky,M,84,3642,4847
18,Kentucky,M,85,15951,22917
18,Kentucky,F,0,26194,28157
18,Kentucky,F,1,26079,28159
18,Kentucky,F,2,25917,27916
18,Kentucky,F,3,25511,27684
18,Kentucky,F,4,25870,27506
18,Kentucky,F,5,26480,26914
18,Kentucky,F,6,26312,26651
18,Kentucky,F,7,27036,27189
18,Kentucky,F,8,27529,26768
18,Kentucky,F,9,27797,26652
18,Kentucky,F,10,27981,26569
18,Kentucky,F,11,27319,26232
18,Kentucky,F,12,26794,26555
18,Kentucky,F,13,26805,27334
18,Kentucky,F,14,27100,27147
18,Kentucky,F,15,27293,27839
18,Kentucky,F,16,27374,28521
18,Kentucky,F,17,28113,28712
18,Kentucky,F,18,28315,26824
18,Kentucky,F,19,30044,25472
18,Kentucky,F,20,30073,25572
18,Kentucky,F,21,28438,26070
18,Kentucky,F,22,27844,27407
18,Kentucky,F,23,27117,27590
18,Kentucky,F,24,26082,27143
18,Kentucky,F,25,26789,27811
18,Kentucky,F,26,26090,27838
18,Kentucky,F,27,26594,33483
18,Kentucky,F,28,28414,34030
18,Kentucky,F,29,29946,31247
18,Kentucky,F,30,29241,28776
18,Kentucky,F,31,28360,27453
18,Kentucky,F,32,27975,26895
18,Kentucky,F,33,28218,27375
18,Kentucky,F,34,29302,26828
18,Kentucky,F,35,31539,27185
18,Kentucky,F,36,32278,28906
18,Kentucky,F,37,32163,30706
18,Kentucky,F,38,32698,30103
18,Kentucky,F,39,33027,29219
18,Kentucky,F,40,33025,28428
18,Kentucky,F,41,32572,28831
18,Kentucky,F,42,33172,29846
18,Kentucky,F,43,32659,31999
18,Kentucky,F,44,31377,32270
18,Kentucky,F,45,31787,32165
18,Kentucky,F,46,30700,32687
18,Kentucky,F,47,29741,33067
18,Kentucky,F,48,29149,32901
18,Kentucky,F,49,28508,32381
18,Kentucky,F,50,28534,33258
18,Kentucky,F,51,27960,32618
18,Kentucky,F,52,27590,31419
18,Kentucky,F,53,29493,31805
18,Kentucky,F,54,21735,30558
18,Kentucky,F,55,21573,29478
18,Kentucky,F,56,21560,29202
18,Kentucky,F,57,22590,28180
18,Kentucky,F,58,20588,27941
18,Kentucky,F,59,19646,27439
18,Kentucky,F,60,18873,26867
18,Kentucky,F,61,18393,28580
18,Kentucky,F,62,17938,20964
18,Kentucky,F,63,16606,20685
18,Kentucky,F,64,16690,20428
18,Kentucky,F,65,16507,21357
18,Kentucky,F,66,15643,19331
18,Kentucky,F,67,15435,18182
18,Kentucky,F,68,15246,17507
18,Kentucky,F,69,15026,16744
18,Kentucky,F,70,15534,16179
18,Kentucky,F,71,14646,14829
18,Kentucky,F,72,14679,14762
18,Kentucky,F,73,14423,14302
18,Kentucky,F,74,13601,13322
18,Kentucky,F,75,13802,13088
18,Kentucky,F,76,13036,12539
18,Kentucky,F,77,12465,12004
18,Kentucky,F,78,12376,12433
18,Kentucky,F,79,11429,11255
18,Kentucky,F,80,10436,10957
18,Kentucky,F,81,9510,10731
18,Kentucky,F,82,8718,9635
18,Kentucky,F,83,7807,9324
18,Kentucky,F,84,7889,8644
18,Kentucky,F,85,42928,51842
19,Louisiana,M,0,33003,32703
19,Louisiana,M,1,32447,34412
19,Louisiana,M,2,32133,28392
19,Louisiana,M,3,31628,31802
19,Louisiana,M,4,31984,31771
19,Louisiana,M,5,32857,31311
19,Louisiana,M,6,33481,31590
19,Louisiana,M,7,34713,31689
19,Louisiana,M,8,34938,30990
19,Louisiana,M,9,35423,30534
19,Louisiana,M,10,35805,30314
19,Louisiana,M,11,35475,29814
19,Louisiana,M,12,34633,30098
19,Louisiana,M,13,35541,30886
19,Louisiana,M,14,36516,31416
19,Louisiana,M,15,36834,32623
19,Louisiana,M,16,36864,32783
19,Louisiana,M,17,37271,33490
19,Louisiana,M,18,36776,34201
19,Louisiana,M,19,36045,32281
19,Louisiana,M,20,34906,31438
19,Louisiana,M,21,32703,32867
19,Louisiana,M,22,31137,33326
19,Louisiana,M,23,30333,33799
19,Louisiana,M,24,28449,33159
19,Louisiana,M,25,28025,32699
19,Louisiana,M,26,27114,31449
19,Louisiana,M,27,27241,33827
19,Louisiana,M,28,28962,33623
19,Louisiana,M,29,29708,30391
19,Louisiana,M,30,30024,28190
19,Louisiana,M,31,29277,26882
19,Louisiana,M,32,28466,24798
19,Louisiana,M,33,28689,25165
19,Louisiana,M,34,29710,24219
19,Louisiana,M,35,31775,24324
19,Louisiana,M,36,32435,26372
19,Louisiana,M,37,32507,27141
19,Louisiana,M,38,32820,27491
19,Louisiana,M,39,33423,27161
19,Louisiana,M,40,34826,26190
19,Louisiana,M,41,33952,26818
19,Louisiana,M,42,33969,27566
19,Louisiana,M,43,34016,29724
19,Louisiana,M,44,32926,30275
19,Louisiana,M,45,33111,30507
19,Louisiana,M,46,31931,30546
19,Louisiana,M,47,30675,31015
19,Louisiana,M,48,29431,32380
19,Louisiana,M,49,28622,31334
19,Louisiana,M,50,28653,31212
19,Louisiana,M,51,27403,31401
19,Louisiana,M,52,27403,30385
19,Louisiana,M,53,28410,30395
19,Louisiana,M,54,20701,29227
19,Louisiana,M,55,21267,28153
19,Louisiana,M,56,20802,26570
19,Louisiana,M,57,21026,25879
19,Louisiana,M,58,19138,25824
19,Louisiana,M,59,17741,24461
19,Louisiana,M,60,17280,23966
19,Louisiana,M,61,16655,25335
19,Louisiana,M,62,16252,17763
19,Louisiana,M,63,15125,17981
19,Louisiana,M,64,14672,17540
19,Louisiana,M,65,14545,17561
19,Louisiana,M,66,13224,15544
19,Louisiana,M,67,13379,14425
19,Louisiana,M,68,12915,13845
19,Louisiana,M,69,12449,13273
19,Louisiana,M,70,12436,12678
19,Louisiana,M,71,12169,11628
19,Louisiana,M,72,11788,10979
19,Louisiana,M,73,11107,10845
19,Louisiana,M,74,10603,9527
19,Louisiana,M,75,9883,9370
19,Louisiana,M,76,9297,8838
19,Louisiana,M,77,8708,8152
19,Louisiana,M,78,8007,7932
19,Louisiana,M,79,7121,7529
19,Louisiana,M,80,6515,7163
19,Louisiana,M,81,5511,6374
19,Louisiana,M,82,4798,5935
19,Louisiana,M,83,4114,5194
19,Louisiana,M,84,3553,4708
19,Louisiana,M,85,16542,22800
19,Louisiana,F,0,31578,31172
19,Louisiana,F,1,30904,32750
19,Louisiana,F,2,31050,27028
19,Louisiana,F,3,30672,30204
19,Louisiana,F,4,30866,30482
19,Louisiana,F,5,31333,29587
19,Louisiana,F,6,32051,29964
19,Louisiana,F,7,32581,30279
19,Louisiana,F,8,33126,29720
19,Louisiana,F,9,33604,28965
19,Louisiana,F,10,34367,29207
19,Louisiana,F,11,34151,28845
19,Louisiana,F,12,33299,29075
19,Louisiana,F,13,33989,29473
19,Louisiana,F,14,34759,30251
19,Louisiana,F,15,35821,30833
19,Louisiana,F,16,35427,31416
19,Louisiana,F,17,35776,32104
19,Louisiana,F,18,37303,35496
19,Louisiana,F,19,36901,32997
19,Louisiana,F,20,36636,32637
19,Louisiana,F,21,33983,33250
19,Louisiana,F,22,32292,33867
19,Louisiana,F,23,31711,34538
19,Louisiana,F,24,29831,33060
19,Louisiana,F,25,29755,33321
19,Louisiana,F,26,28375,31192
19,Louisiana,F,27,28897,33866
19,Louisiana,F,28,30364,34155
19,Louisiana,F,29,31611,30995
19,Louisiana,F,30,31748,28212
19,Louisiana,F,31,30410,27556
19,Louisiana,F,32,30348,26007
19,Louisiana,F,33,30660,26539
19,Louisiana,F,34,31511,25567
19,Louisiana,F,35,33706,25889
19,Louisiana,F,36,34876,27720
19,Louisiana,F,37,35203,29470
19,Louisiana,F,38,35516,29475
19,Louisiana,F,39,35962,28388
19,Louisiana,F,40,36997,28212
19,Louisiana,F,41,35652,28553
19,Louisiana,F,42,35339,29138
19,Louisiana,F,43,35516,31597
19,Louisiana,F,44,34523,32553
19,Louisiana,F,45,35112,32634
19,Louisiana,F,46,33301,33304
19,Louisiana,F,47,31915,33279
19,Louisiana,F,48,31377,34869
19,Louisiana,F,49,30967,33526
19,Louisiana,F,50,30112,33060
19,Louisiana,F,51,28951,33293
19,Louisiana,F,52,28641,31948
19,Louisiana,F,53,29695,32925
19,Louisiana,F,54,22682,31299
19,Louisiana,F,55,23085,29730
19,Louisiana,F,56,22430,29024
19,Louisiana,F,57,23122,28560
19,Louisiana,F,58,21077,27637
19,Louisiana,F,59,19804,26339
19,Louisiana,F,60,19482,26257
19,Louisiana,F,61,18592,27413
19,Louisiana,F,62,18518,20355
19,Louisiana,F,63,17233,20671
19,Louisiana,F,64,16801,19887
19,Louisiana,F,65,17173,20490
19,Louisiana,F,66,15820,18139
19,Louisiana,F,67,16148,17144
19,Louisiana,F,68,16244,16756
19,Louisiana,F,69,15749,15882
19,Louisiana,F,70,16101,15627
19,Louisiana,F,71,15376,14241
19,Louisiana,F,72,15506,13758
19,Louisiana,F,73,15167,14033
19,Louisiana,F,74,14395,12580
19,Louisiana,F,75,14159,12695
19,Louisiana,F,76,13130,12467
19,Louisiana,F,77,12812,11797
19,Louisiana,F,78,12336,12004
19,Louisiana,F,79,11582,11065
19,Louisiana,F,80,11177,10959
19,Louisiana,F,81,9429,10347
19,Louisiana,F,82,8965,9599
19,Louisiana,F,83,7821,9107
19,Louisiana,F,84,7103,7874
19,Louisiana,F,85,42697,49450
20,Maine,M,0,6991,7349
20,Maine,M,1,7144,7405
20,Maine,M,2,7148,7291
20,Maine,M,3,7362,7285
20,Maine,M,4,7501,7385
20,Maine,M,5,7682,7312
20,Maine,M,6,8183,7215
20,Maine,M,7,8494,7436
20,Maine,M,8,8909,7371
